# Citation/License/Copyright:,"LeBauer, David, Michael Dietze, Rob Kooper, Steven Long, Patrick Mulrooney, Gareth Scott Rohde, Dan Wang (2010).  Biofuel Ecophysiological Traits and Yields Database (BETYdb), Energy Biosciences Institute, University of Illinois at Urbana-Champaign.  doi:10.13012/J8H41PB9
All public data in BETYdb is made available under the Open Data Commons Attribution License (ODC-By) v1.0. You are free to share, create, and adapt its contents.  Data with an access_level field and value &lt;= 2 is not covered by this license but may be available for use with consent.
Copyright © 2010-2014 Energy Biosciences Institute"
#
# Contact:,betydb@gmail.com
#
# SQL query:,"SELECT ""traits_and_yields_view"".* FROM ""traits_and_yields_view""  WHERE (traits_and_yields_view.access_level >= 4) AND (checked >= 1)"
#
# Time of query:,2017-05-26 16:33:16 UTC
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,Low Light,1989 Jun 22,00:00:00 (America/Chicago),6,1989,1989-06-22 00:00:00 -0500,5.0,N_uptake_rate,6.90,mg N / g-1 root / day-1,23,"",[missing],"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,High Light,1989 Jun 22,00:00:00 (America/Chicago),6,1989,1989-06-22 00:00:00 -0500,5.0,N_uptake_rate,3.40,mg N / g-1 root / day-1,23,"",[missing],"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,Low Light,1989 Jun 1,00:00:00 (America/Chicago),6,1989,1989-06-01 00:00:00 -0500,5.0,N_uptake_rate,8.90,mg N / g-1 root / day-1,23,"",[missing],"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,High Light,1989 Jun 1,00:00:00 (America/Chicago),6,1989,1989-06-01 00:00:00 -0500,5.0,N_uptake_rate,10.2,mg N / g-1 root / day-1,23,"",[missing],"","",""
checked,Mixed Forests in Sweden,Uppsala,60.08,17.50,"","Tree, evergreen, needleleaf","","",Widen,2001,Observational,"Week of Aug 26, 1999",07:00:00 (Europe/Stockholm),8,1999,1999-08-26 00:00:00 -0500,5.5,root_respiration_rate,1.24,umol CO_2 kg-1 s-1,3,SD,0.310,"","",IRGA
checked,Mixed Forests in Sweden,Uppsala,60.08,17.50,"","Tree, evergreen, needleleaf","","",Widen,2001,Observational,"Week of Aug 9, 1999",07:00:00 (Europe/Stockholm),8,1999,1999-08-09 00:00:00 -0500,5.5,root_respiration_rate,1.22,umol CO_2 kg-1 s-1,3,SD,0.720,"","",IRGA
checked,Mixed Forests in Sweden,Uppsala,60.08,17.50,"","Tree, evergreen, needleleaf","","",Widen,2001,Observational,"Week of Jul 6, 1999",07:00:00 (Europe/Stockholm),7,1999,1999-07-06 00:00:00 -0500,5.5,root_respiration_rate,2.18,umol CO_2 kg-1 s-1,3,SD,0.720,"","",IRGA
checked,Mixed Forests in Sweden,Uppsala,60.08,17.50,"","Tree, evergreen, needleleaf","","",Widen,2001,Observational,"Week of May 18, 1999",07:00:00 (Europe/Stockholm),5,1999,1999-05-18 00:00:00 -0500,5.5,root_respiration_rate,2.18,umol CO_2 kg-1 s-1,3,SD,1.240,"","",IRGA
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2003",01:00:00 (America/New_York),8,2003,2003-08-15 00:00:00 -0500,5.5,leafP,0.0946,percent,"",SD,0.014,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2002",01:00:00 (America/New_York),8,2002,2002-08-15 00:00:00 -0500,5.5,leafP,0.0967,percent,"",SD,0.014,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2003",01:00:00 (America/New_York),8,2003,2003-08-15 00:00:00 -0500,5.5,leafK,0.696,percent,"",SD,0.164,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2002",01:00:00 (America/New_York),8,2002,2002-08-15 00:00:00 -0500,5.5,leafK,0.675,percent,"",SD,0.129,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2003",01:00:00 (America/New_York),8,2003,2003-08-15 00:00:00 -0500,5.5,leafMg,0.104,percent,"",SD,0.022,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2002",01:00:00 (America/New_York),8,2002,2002-08-15 00:00:00 -0500,5.5,leafMg,0.101,percent,"",SD,0.024,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2003",01:00:00 (America/New_York),8,2003,2003-08-15 00:00:00 -0500,5.5,leafCa,0.370,percent,"",SD,0.128,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2002",01:00:00 (America/New_York),8,2002,2002-08-15 00:00:00 -0500,5.5,leafCa,0.385,percent,"",SD,0.153,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2003",01:00:00 (America/New_York),8,2003,2003-08-15 00:00:00 -0500,5.5,leafN,2.35,percent,"",SD,0.160,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Fagus grandifolia,beech,Fagus,"",Elvir,2005,Fertilizer,"Week of Aug 15, 2002",01:00:00 (America/New_York),8,2002,2002-08-15 00:00:00 -0500,5.5,leafN,2.47,percent,"",SD,0.160,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2002",01:00:00 (America/New_York),7,2002,2002-07-01 00:00:00 -0500,5.5,leafP,0.0983,percent,"",SD,0.010,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2003",01:00:00 (America/New_York),7,2003,2003-07-01 00:00:00 -0500,5.5,leafK,0.741,percent,"",SD,0.120,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2002",01:00:00 (America/New_York),7,2002,2002-07-01 00:00:00 -0500,5.5,leafK,0.767,percent,"",SD,0.127,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2003",01:00:00 (America/New_York),7,2003,2003-07-01 00:00:00 -0500,5.5,leafMg,0.0635,percent,"",SD,0.018,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2002",01:00:00 (America/New_York),7,2002,2002-07-01 00:00:00 -0500,5.5,leafMg,0.0571,percent,"",SD,0.022,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2003",01:00:00 (America/New_York),7,2003,2003-07-01 00:00:00 -0500,5.5,leafCa,0.304,percent,"",SD,0.109,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2002",01:00:00 (America/New_York),7,2002,2002-07-01 00:00:00 -0500,5.5,leafCa,0.366,percent,"",SD,0.159,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2003",01:00:00 (America/New_York),7,2003,2003-07-01 00:00:00 -0500,5.5,leafN,1.95,percent,"",SD,0.170,"","",""
checked,West Bear Watershed,Beddington,44.87,-68.11,Acer saccharum,sugar maple,Acer,"",Elvir,2005,Fertilizer,"Week of Jul 1, 2002",01:00:00 (America/New_York),7,2002,2002-07-01 00:00:00 -0500,5.5,leafN,1.94,percent,"",SD,0.190,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Quercus rubra,northern red oak,Quercus,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,stem_respiration_rate,10.4,umol CO_2 kg-1 s-1,"",SE,0.400,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Acer saccharum,sugar maple,Acer,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,stem_respiration_rate,10.0,umol CO_2 kg-1 s-1,"",SE,0.700,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula alleghaniensis,yellow birch,Betula,"",Walters,1993,Low Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,stem_respiration_rate,24.5,umol CO_2 kg-1 s-1,"",SE,0.500,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula alleghaniensis,yellow birch,Betula,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,stem_respiration_rate,19.4,umol CO_2 kg-1 s-1,"",SE,0.000,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,Low Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,stem_respiration_rate,22.3,umol CO_2 kg-1 s-1,"",SE,2.100,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,stem_respiration_rate,23.2,umol CO_2 kg-1 s-1,"",SE,0.700,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Quercus rubra,northern red oak,Quercus,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,Amax,6.20,umol CO2 m-2 s-1,"",SE,0.200,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Acer saccharum,sugar maple,Acer,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,Amax,3.90,umol CO2 m-2 s-1,"",SE,0.000,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula alleghaniensis,yellow birch,Betula,"",Walters,1993,Low Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,Amax,2.10,umol CO2 m-2 s-1,"",SE,0.000,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula alleghaniensis,yellow birch,Betula,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,Amax,7.90,umol CO2 m-2 s-1,"",SE,0.400,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,Low Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,Amax,2.20,umol CO2 m-2 s-1,"",SE,0.200,"","",""
checked,University of Wisconsin Biotron,Madison,43.08,-89.42,Betula papyrifera,paper birch,Betula,"",Walters,1993,High Light,1988,00:00:00 (America/Chicago),"",1988,1988-12-31 00:00:00 -0600,8.0,Amax,9.20,umol CO2 m-2 s-1,"",SE,0.100,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevChighThighNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,38.9,umol CO2 m-2 s-1,2,SE,3.299,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevCmedThighNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,43.7,umol CO2 m-2 s-1,2,SE,4.454,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevClowThighNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,21.9,umol CO2 m-2 s-1,2,SE,1.979,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevChighTmedNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,41.9,umol CO2 m-2 s-1,2,SE,5.608,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevCmedTmedNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,32.0,umol CO2 m-2 s-1,2,SE,0.165,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevClowTmedNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,17.1,umol CO2 m-2 s-1,2,SE,0.660,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevChighTlowNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,27.8,umol CO2 m-2 s-1,2,SE,6.103,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevCmedTlowNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,26.8,umol CO2 m-2 s-1,2,SE,3.299,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,elevClowTlowNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,23.4,umol CO2 m-2 s-1,2,SE,4.948,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambChighThighNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,45.1,umol CO2 m-2 s-1,2,SE,7.423,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambCmedThighNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,39.8,umol CO2 m-2 s-1,2,SE,3.629,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambClowThighNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,22.3,umol CO2 m-2 s-1,2,SE,0.825,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambChighTmedNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,40.0,umol CO2 m-2 s-1,2,SE,4.784,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambCmedTmedNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,32.7,umol CO2 m-2 s-1,2,SE,4.454,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambClowTmedNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,24.0,umol CO2 m-2 s-1,2,SE,3.629,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambChighTlowNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,47.0,umol CO2 m-2 s-1,2,SE,5.443,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambCmedTlowNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,36.0,umol CO2 m-2 s-1,2,SE,10.392,"","",""
checked,Lakehead University,Thunder Bay,48.36,-89.32,Betula papyrifera,paper birch,Betula,"",Ambebe,2010,ambClowTlowNPK,2008 Jan 1,01:00:00 (America/Thunder_Bay),1,2008,2008-01-01 00:00:00 -0600,5.0,Vcmax,21.6,umol CO2 m-2 s-1,2,SE,1.485,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Acer saccharum,sugar maple,Acer,"",Walters,2000,Light,1994 Jun 29,00:00:00 (America/Chicago),6,1994,1994-06-29 00:00:00 -0500,5.0,stem_respiration_rate,2.40,umol CO_2 kg-1 s-1,3,SE,0.300,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula alleghaniensis,yellow birch,Betula,"",Walters,2000,Light,1994 Jun 29,00:00:00 (America/Chicago),6,1994,1994-06-29 00:00:00 -0500,5.0,stem_respiration_rate,11.3,umol CO_2 kg-1 s-1,3,SE,1.000,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula papyrifera,paper birch,Betula,"",Walters,2000,Light,1994 Jun 29,00:00:00 (America/Chicago),6,1994,1994-06-29 00:00:00 -0500,5.0,stem_respiration_rate,11.0,umol CO_2 kg-1 s-1,3,SE,1.500,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Acer saccharum,sugar maple,Acer,"",Walters,2000,Light,1994 Jun 29,00:00:00 (America/Chicago),6,1994,1994-06-29 00:00:00 -0500,5.0,stem_respiration_rate,1.80,umol CO_2 kg-1 s-1,3,SE,0.400,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula alleghaniensis,yellow birch,Betula,"",Walters,2000,Light,1994 Jun 29,00:00:00 (America/Chicago),6,1994,1994-06-29 00:00:00 -0500,5.0,stem_respiration_rate,8.00,umol CO_2 kg-1 s-1,3,SE,0.900,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula papyrifera,paper birch,Betula,"",Walters,2000,Light,1994 Jun 29,00:00:00 (America/Chicago),6,1994,1994-06-29 00:00:00 -0500,5.0,stem_respiration_rate,6.80,umol CO_2 kg-1 s-1,3,SE,0.500,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Populus tremuloides,quaking aspen,Populus,"",Walters,2000,Light,1994 Jun 29,00:00:00 (America/Chicago),6,1994,1994-06-29 00:00:00 -0500,5.0,stem_respiration_rate,10.7,umol CO_2 kg-1 s-1,3,SE,2.400,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Acer saccharum,sugar maple,Acer,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,leaf_respiration_rate_m2,0.178,umol CO2 m-2 s-1,3,SE,0.625,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula alleghaniensis,yellow birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,leaf_respiration_rate_m2,0.163,umol CO2 m-2 s-1,3,SE,0.630,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula papyrifera,paper birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,leaf_respiration_rate_m2,0.174,umol CO2 m-2 s-1,3,SE,0.593,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Acer saccharum,sugar maple,Acer,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,leaf_respiration_rate_m2,0.175,umol CO2 m-2 s-1,3,SE,0.444,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula alleghaniensis,yellow birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,leaf_respiration_rate_m2,0.148,umol CO2 m-2 s-1,3,SE,0.091,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula papyrifera,paper birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,leaf_respiration_rate_m2,0.171,umol CO2 m-2 s-1,3,SE,0.333,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Populus tremuloides,quaking aspen,Populus,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,leaf_respiration_rate_m2,0.289,umol CO2 m-2 s-1,3,SE,0.437,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Acer saccharum,sugar maple,Acer,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,quantum_efficiency,0.0380,fraction,3,SE,0.004,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula alleghaniensis,yellow birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,quantum_efficiency,0.0370,fraction,3,SE,0.002,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula papyrifera,paper birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,quantum_efficiency,0.0310,fraction,3,SE,0.003,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Acer saccharum,sugar maple,Acer,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,quantum_efficiency,0.0380,fraction,3,SE,0.001,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula alleghaniensis,yellow birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,quantum_efficiency,0.0330,fraction,3,SE,0.002,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Betula papyrifera,paper birch,Betula,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,quantum_efficiency,0.0340,fraction,3,SE,0.002,"","",""
checked,University of Minnesota: Department of Forest Resources,St. Paul,44.98,-93.18,Populus tremuloides,quaking aspen,Populus,"",Walters,2000,Light,June 1994,00:00:00 (America/Chicago),6,1994,1994-06-01 00:00:00 -0500,6.0,quantum_efficiency,0.0340,fraction,3,SE,0.002,"","",""
checked,Haliburton Forest and Wildlife,"",45.29,-78.64,Tilia americana,american basswood,Tilia,"",Thomas,2010,observational,2009,01:00:00 (America/Toronto),"",2009,2009-01-01 00:00:00 -0600,8.0,c2n_leaf,16.7,ratio,"","",[missing],"","",""
checked,Haliburton Forest and Wildlife,"",45.29,-78.64,Tilia americana,american basswood,Tilia,"",Thomas,2010,observational,2009,01:00:00 (America/Toronto),"",2009,2009-01-01 00:00:00 -0600,8.0,c2n_leaf,16.5,ratio,"","",[missing],"","",""
checked,Haliburton Forest and Wildlife,"",45.29,-78.64,Tilia americana,american basswood,Tilia,"",Thomas,2010,observational,2009,01:00:00 (America/Toronto),"",2009,2009-01-01 00:00:00 -0600,8.0,c2n_leaf,15.9,ratio,"","",[missing],"","",""
